UDI,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,Failure_type,vib_rms,vib_crest_factor,vib_bpfo_energy,vib_bpfi_energy,vib_bsf_energy
6407,L,297.68,309.26,1470,46.31,219.5,0,No_Failure,0.26730266086786686,2.628206183611095,163.34072440516837,149.7622820869787,73.48804695751889
6408,L,299.44,309.1,1270,34.24,125.7,0,No_Failure,0.11512008347034325,2.853607289714222,59.966259253414066,57.31157130995573,27.850543657429707
6409,L,298.27,308.15,1781,34.36,1.9,0,No_Failure,0.05672847052565146,3.514868158680481,14.27154193712304,8.303379800319618,6.002856205239416
6410,H,300.03,308.71,1458,50.31,21.3,0,No_Failure,0.060369700878722225,3.2847982591993157,20.931472488854215,11.009520156297956,10.371086226915981
6411,L,300.05,309.86,1000,26.69,67.8,0,No_Failure,0.06809732758379217,4.32376087184428,26.406775141793624,20.382097726725096,16.910820975416343
6412,L,298.76,309.29,1536,38.37,34.8,0,No_Failure,0.06093996977358928,3.4651555779733,15.850622324298126,15.175375538191759,8.898572023181304
6413,M,299.26,310.02,1600,49.57,195.6,0,No_Failure,0.21569644966757187,2.4512347438404007,151.75140509764915,106.57182232190328,74.19129645851007
6414,L,299.54,311.1,1424,32.92,27.0,0,No_Failure,0.06103228775878014,3.0486320289590156,17.9705186454043,12.52934935020862,8.051105155097353
6415,L,301.62,312.14,1256,24.66,40.2,0,No_Failure,0.0583251985754212,3.553356101925941,22.74305208185479,14.616267913483245,9.11553592365832
6416,L,299.7,309.98,1481,57.07,166.7,0,No_Failure,0.16645122166883994,2.5722062543234876,115.6208576629227,81.36528096748408,40.76929289669317
6417,L,301.65,311.2,1413,47.99,59.9,0,No_Failure,0.06493496592930607,3.076873716924022,24.922638086814565,21.838959841973008,15.650968062654979
6418,H,301.17,310.51,1324,48.3,247.3,0,No_Failure,0.3291378073476864,2.4346347868848603,262.7198292206254,173.82774834953526,87.71809590711844
6419,M,301.14,312.11,1309,39.11,218.8,0,No_Failure,0.26151377434617423,2.4436735710493114,169.3529904938741,110.88096310870105,85.1128349082052
6420,L,302.78,313.73,1528,46.41,186.1,0,No_Failure,0.19587999119603602,2.784729420911032,149.587607810431,80.72066381126997,44.6126310113529
6421,H,297.76,306.68,1663,15.1,90.8,0,No_Failure,0.08144250197645594,3.2229165240473243,44.327084649272734,26.48561771937396,23.71220836552653
6422,L,299.05,309.78,1583,35.63,14.2,0,No_Failure,0.05701971196326807,3.568579498345692,12.58474451719772,8.591408149614432,6.07561661234096
6423,L,303.53,314.18,1189,49.48,84.1,0,No_Failure,0.07566283660959079,2.986637586182177,40.02442391913361,27.613116657573183,20.365120973169866
6424,L,299.49,308.37,1611,26.04,94.2,0,No_Failure,0.08486696403743305,3.241570530723354,44.50086020212379,34.88325999257931,21.964879852800106
6425,L,294.37,304.91,1639,36.67,31.9,0,No_Failure,0.06135569189378334,3.1685739847596346,11.53575417683623,12.230029564264917,10.166864917310551
6426,L,299.59,308.54,1751,43.2,30.2,0,No_Failure,0.0586299258640677,3.782343863931244,15.135205319272917,13.526575444422873,8.8580616280107
6427,H,300.27,307.84,1329,32.16,172.0,0,No_Failure,0.17256885200788905,2.768518520784312,126.93763920387778,67.18844947175319,44.73800960658838
6428,M,294.77,304.61,1490,40.07,61.1,0,No_Failure,0.06441334166334382,3.575659924392472,31.144410142645807,20.679232833487347,10.919762733802981
6429,L,302.67,312.93,1602,43.86,169.5,0,No_Failure,0.17094320905372656,2.6439728459036904,108.79530278748352,90.67935676262688,58.28287038182391
6430,L,298.57,308.46,1405,43.02,137.1,0,No_Failure,0.12339184601163454,2.8558680214526957,62.8638720468414,62.66567180036891,42.40962759273431
6431,M,300.66,313.52,1599,35.99,228.4,1,Tool_Wear_Failure,0.2813806201703487,2.4898355962423375,202.61682660495435,131.91757485269022,100.01458894729839
6432,H,299.55,309.93,1496,31.71,204.3,0,No_Failure,0.23374343901366446,2.5521531604437304,176.04406536008182,129.94079946308952,82.4518090995046
6433,M,297.42,307.57,1348,43.96,40.8,0,No_Failure,0.06371955892765381,3.5103099100667343,24.199934379665997,11.471410757686881,13.395689866880502
6434,L,297.86,308.29,1363,43.39,152.5,0,No_Failure,0.14633009214537157,2.5936492673834284,104.06714293882585,79.89334286810242,42.09072379621272
6435,M,298.13,307.69,1725,42.9,166.3,0,No_Failure,0.16196934763238713,2.584516679491042,123.77471509199822,77.58911750227331,48.389177619814184
6436,L,302.17,313.1,1321,41.14,215.5,0,No_Failure,0.256597243937755,2.4655775284429606,199.05884055451523,149.26572153906892,69.51866858519897
6437,L,299.7,310.07,1290,43.4,160.2,0,No_Failure,0.15665786170820287,2.847423402437199,118.1054514874979,79.48003249001931,51.27080773341254
6438,L,298.96,309.27,1562,48.77,35.2,0,No_Failure,0.060436962532727505,3.033481855106925,20.107823409012084,11.294078566620875,10.662781143906816
6439,L,298.13,307.51,1494,43.1,64.6,0,No_Failure,0.06672704912795455,2.9426665851423843,32.86086127597816,22.084256181165543,14.602246444081114
6440,L,302.39,310.83,1264,40.98,159.4,0,No_Failure,0.15492607007546183,2.9415199714396434,107.63610112022843,62.29599805194623,49.47391219142118
6441,L,302.93,312.43,1407,34.73,228.0,0,No_Failure,0.2845893453458472,2.4166385969085087,158.03792922700168,160.3016061237168,94.32499028718826
6442,L,302.37,312.65,1353,53.86,222.9,0,No_Failure,0.26940755884454215,2.5292759504121856,213.3128753219212,112.95032743729732,95.83533677010811
6443,M,300.98,310.54,1384,28.77,92.8,0,No_Failure,0.0812591408009193,3.17113077489675,49.97965794157348,31.641777236402632,19.11538157394729
6444,L,300.58,310.87,1954,37.97,207.7,0,No_Failure,0.24084311369492156,2.5633374875120016,185.65202294289327,118.73667413315044,84.38921056565545
6445,L,297.57,307.34,1446,34.91,127.8,0,No_Failure,0.11485476467963762,2.9764158444018,72.04033490613597,53.42535790981721,34.852791516735415
6446,L,299.51,309.94,1341,21.73,116.1,0,No_Failure,0.10303575621508461,3.068162000619625,51.34269997318588,50.27495537598244,31.03188333224041
6447,H,298.63,307.66,1864,43.54,92.7,0,No_Failure,0.08270525523102944,3.085035030282579,47.836868419258806,29.92907005088924,21.38250018863004
6448,L,296.35,306.54,1660,37.97,169.6,0,No_Failure,0.170232818060635,2.7330151423886404,131.26237415167,72.04759760758752,56.37588127970961
6449,L,302.11,311.47,1630,40.32,149.9,0,No_Failure,0.14136418733214387,2.785605798334375,100.77236335829562,74.89704079820399,34.53001474657951
6450,L,298.61,307.07,1350,38.21,93.7,0,No_Failure,0.07947381080306232,3.1825030172831137,45.2989548123745,25.533929078253834,21.43034966962099
6451,M,302.39,312.23,1714,47.53,193.7,0,No_Failure,0.20994750388477734,2.8612073536687985,145.96002857472763,114.73171580165581,70.2518390551572
6452,H,301.76,313.3,1647,48.81,99.8,0,No_Failure,0.08876854666033035,3.155627148358023,52.34033972616195,42.22321316849728,22.81610422593063
6453,L,301.11,309.65,1526,28.99,146.1,0,No_Failure,0.13656487216241325,3.1396498765086576,100.94316798951203,59.91262537987172,33.412750550115774
6454,L,301.23,311.35,1191,57.65,98.1,0,No_Failure,0.08911952268773747,2.9515863861779383,56.16513706806316,36.39458943433276,22.61057775064738
6455,H,298.77,309.57,1496,37.6,34.2,0,No_Failure,0.060949671170945754,3.1774579786991124,21.359774496376303,16.002938725825135,10.463682153464937
6456,L,303.72,316.02,1811,45.88,40.3,0,No_Failure,0.06339751633378223,3.3622085025545747,17.093954108853534,16.95441865464754,10.234795135448298
6457,M,300.09,309.59,1540,41.8,167.2,0,No_Failure,0.16510412353192302,2.7847620423607977,85.92101915770057,92.27887499384636,53.357273000621106
6458,L,300.6,309.97,1432,41.06,202.8,0,No_Failure,0.2302244757037105,2.564464431470005,163.6376297583701,125.80294476907939,64.69865092968892
6459,L,298.7,307.54,1459,45.57,117.1,0,No_Failure,0.1013053120247336,2.880569074611628,70.18479130419692,42.68874767914495,28.168207625952267
6460,L,298.14,309.28,1471,53.18,81.4,0,No_Failure,0.07434085223145778,3.263590045818678,31.40730958051669,29.966021650673824,15.865501347722887
6461,L,300.95,310.09,1356,47.77,84.1,0,No_Failure,0.07739230155007804,3.105340534900374,42.900211180606036,31.293247898169064,19.482300139157505
6462,M,300.44,310.06,1493,37.57,152.4,0,No_Failure,0.14276666623594367,2.8721965529954256,101.68292950105986,79.31639085474657,45.25984494026622
6463,H,298.42,306.57,1760,39.16,121.9,0,No_Failure,0.10927930915331081,2.9345288894832637,72.40148146841823,50.86549200648743,34.731076035823634
6464,L,297.12,308.01,1739,34.37,0.2,0,No_Failure,0.05482801638058901,3.493047192856497,12.6191124821229,9.022018174447414,7.630734196570296
6465,M,297.46,308.62,1364,47.15,195.9,0,No_Failure,0.2160608952466779,2.5348354482163047,153.63723975471314,120.09048837205091,66.75351528315646
6466,L,302.39,313.24,1730,45.9,35.6,0,No_Failure,0.062348410900551265,3.545790740980654,22.120257540549353,14.73286394728072,9.788645691051805
6467,L,298.77,307.17,1637,36.58,168.7,0,No_Failure,0.16922163999047024,2.6950910331935156,105.25451145219259,74.09640635800557,49.02365874571079
6468,L,299.32,309.93,1614,53.27,86.1,0,No_Failure,0.07751324472137042,3.206009595322313,38.808960536219985,33.64672598460004,18.10520955007682
6469,H,302.9,311.23,1578,50.74,149.5,0,No_Failure,0.14370035254184038,2.580219042321035,91.18365369210238,68.36516266010693,34.55859680640481
6470,M,297.76,307.81,1333,58.24,216.8,0,No_Failure,0.2562594469535651,2.397336379189545,180.57680935975077,123.59572389379103,77.27502396416358
6471,M,298.55,308.75,1427,32.1,41.6,0,No_Failure,0.06109251023125702,3.180154692486368,22.379047705847398,14.890470428584731,7.52835592570846
6472,M,298.46,308.77,1650,39.0,197.4,0,No_Failure,0.21774577957409172,2.55243603461336,162.3762071707061,123.07246302901765,71.78152768924177
6473,M,303.24,313.77,1283,38.03,12.6,0,No_Failure,0.05490032121840159,3.039229664117928,12.762709663323044,10.529755104576338,8.281684153443159
6474,H,303.99,313.98,1313,66.04,235.3,1,Overstrain_Failure,0.29911678157241767,2.5405097688178544,218.17298059464105,157.28556925725127,90.1964501345089
6475,M,301.5,309.54,1555,40.1,53.4,0,No_Failure,0.06467531990932274,3.4621331774125714,27.50981256623775,16.1475325258085,11.028185750242997
6476,H,301.57,312.1,1358,52.65,203.6,0,No_Failure,0.23294774481768415,2.608760480190911,181.4178572678221,124.48293672750539,78.67753566001976
6477,L,298.84,308.94,1648,50.35,16.8,0,No_Failure,0.05577375773216804,3.710281371073418,12.076607974287102,11.014966780903615,9.10325806291766
6478,L,303.89,312.99,1364,39.16,81.8,0,No_Failure,0.07607473796662803,2.93848378596432,41.437339042186764,32.490936299110494,20.86918508589752
6479,L,300.54,308.97,1544,40.56,158.4,0,No_Failure,0.14890826719212297,2.741076585531078,91.0546029951661,76.7908839562567,47.52078329892884
6480,L,301.71,313.25,1559,45.23,164.7,0,No_Failure,0.16200591607436235,2.6657873316832097,121.06941665593024,88.93653042671637,53.90622724161683
6481,L,299.79,311.02,1413,52.58,174.7,0,No_Failure,0.17998689396202747,2.4225979799040145,122.2955333521138,87.92977846633515,61.13993644253716
6482,L,299.46,310.17,1457,38.28,87.7,0,No_Failure,0.0752778993345918,3.7737770298933135,40.36607705194664,30.65734611511622,21.47467404464051
6483,M,303.33,312.65,1378,34.91,169.5,0,No_Failure,0.17348504685662108,2.804339331551591,116.25376905340632,84.23396441607208,46.248048133650464
6484,L,301.08,308.56,1497,49.32,107.1,0,No_Failure,0.09226789255548551,3.327870470458992,56.228986195028845,44.36671894481637,26.235327711903512
6485,L,302.9,313.67,1327,28.53,141.5,0,No_Failure,0.12910117261077722,2.9127245454065864,93.07276309037543,51.8124180451689,32.676475728127926
6486,L,300.51,310.88,1460,42.53,136.8,0,No_Failure,0.1272837358056677,2.860186214675637,89.09526320812088,57.358381871309085,36.4363190681907
6487,H,298.3,307.93,1635,50.6,47.0,0,No_Failure,0.06229380116434022,3.702154979405253,20.052534648885636,14.295399987136815,11.183366867433682
6488,L,298.83,309.96,1295,44.3,211.6,0,No_Failure,0.24707315466456448,2.554045173240754,191.76160485589753,135.30934903670746,86.43361032031419
6489,L,300.21,311.05,1412,34.33,216.8,0,No_Failure,0.2594365697211687,2.6116195346101865,180.2651697662319,135.86163679366203,84.71709747811039
6490,M,298.75,308.92,1593,29.99,53.9,0,No_Failure,0.0664339274604103,3.3585583870893907,27.06054769458106,22.236996358896985,14.645800842536595
6491,M,297.79,307.82,1126,51.87,107.1,0,No_Failure,0.0917554133600354,3.0639045394008733,60.23139949995465,39.34237829952382,21.964600360766784
6492,L,302.4,312.45,1834,38.24,116.2,0,No_Failure,0.10078402722451928,2.730058672487203,63.93078296657375,44.79555859244601,22.222792073962424
6493,L,298.91,309.59,1688,30.99,137.2,0,No_Failure,0.12614398872230742,2.883520239822952,93.47271193290851,59.8363540962729,30.493412894123022
6494,L,300.28,309.42,1223,51.39,5.6,0,No_Failure,0.05719807191837915,3.7867972854723155,17.38426444036316,8.06370087770076,7.6516904881503836
6495,H,300.59,311.02,1121,48.01,194.7,0,No_Failure,0.21568749833612272,2.7404454292824916,170.04293675272294,122.89798763359487,54.21053262576575
6496,L,298.82,307.9,1505,29.48,215.5,0,No_Failure,0.2541105966744056,2.4739692169662737,144.59054822703084,114.94144053790215,86.53589460209659
6497,L,302.9,314.24,1298,65.14,35.5,0,No_Failure,0.06074564236136543,3.549612171554873,19.84665777945656,15.593893621686044,11.309596447875878
6498,L,297.77,308.3,1673,34.59,224.2,0,No_Failure,0.27316236681436884,2.6521265012912174,151.28433759732354,156.54653033798624,80.51162867964672
6499,L,300.52,309.84,1571,47.84,212.7,0,No_Failure,0.2494378869870971,2.649516295260438,151.91282254182755,112.66411507310558,73.07436783057423
6500,M,300.49,310.57,1522,59.87,138.6,0,No_Failure,0.12646966591864173,2.721759069130975,93.14641012362463,67.57564696974097,29.064165130360735
6501,L,299.89,309.04,1397,48.88,68.7,0,No_Failure,0.06833914467001469,3.119200490783704,35.40700074498882,18.112141719429427,17.91026273622853
6502,L,297.41,308.91,1788,42.59,51.9,0,No_Failure,0.06347400213580204,2.868882369036195,27.048896133621408,16.98311093155562,12.801983892582411
6503,L,301.74,313.36,1636,25.68,122.3,0,No_Failure,0.10751168548242666,2.9281135377487293,60.588697261656,48.62204079639172,27.652073227391266
6504,L,301.49,312.18,1609,60.41,126.8,0,No_Failure,0.11180397070223065,2.920295457972597,58.625482810551986,56.744522056573935,31.893121677683908
6505,L,298.65,310.21,1716,48.65,163.0,0,No_Failure,0.1603802798449579,2.9065612945165427,112.61573099082909,86.93986277164882,53.0340428592521
6506,M,301.41,311.57,1317,25.85,203.4,0,No_Failure,0.22994538466285783,2.467025529278887,176.8916586117869,130.9320205459227,61.2878165373964
6507,M,300.75,311.51,1731,55.45,236.6,0,No_Failure,0.29960151032885535,2.442468130016105,227.64928928614435,134.44257024280097,78.91342112235616
6508,H,297.44,308.66,1452,40.61,204.1,0,No_Failure,0.23162164748500405,2.69771960889173,179.0658378548852,129.94315209360323,76.08693405851469
6509,M,298.29,308.29,1560,37.22,230.3,1,Tool_Wear_Failure,0.2877214543060869,2.5010241792326258,225.32995033465772,161.81268739568566,99.51933073969408
6510,M,302.28,312.35,1472,34.28,127.8,0,No_Failure,0.11381121024233792,3.0194808604252015,57.63976067810808,61.22165956460411,28.723131257069653
6511,L,300.62,311.55,1162,41.71,9.7,0,No_Failure,0.054898893637193164,3.578176871176799,12.726053561412153,8.159012901773131,7.36403519514785
6512,M,298.87,309.52,1672,48.08,16.0,0,No_Failure,0.05736259807012254,3.496155843639166,13.918963300604496,8.951559119470378,8.676924705563952
6513,M,298.28,307.53,1172,35.05,70.1,0,No_Failure,0.06996907125238219,3.1206364479840194,27.386240182510587,20.4321539493844,12.655398057809435
6514,M,298.97,306.78,1326,41.28,156.5,0,No_Failure,0.1514255292818443,2.5019964502672782,111.41374044609373,72.32624099512013,41.640482460034285
6515,L,299.11,308.94,1418,73.81,83.8,1,Power_Failure,0.07679207423287386,2.8998479580694516,40.768112474838816,23.256804682065496,14.851318579690327
6516,L,298.31,306.21,1148,44.76,41.5,0,No_Failure,0.061057028091784704,3.986193232963179,18.96158258747716,18.881991563200096,13.668249392658511
6517,M,296.52,305.53,1302,49.66,215.6,0,No_Failure,0.2615502341433891,2.549687471966063,166.62796025334498,133.91517282052754,88.07458878288675
6518,M,302.28,311.41,1544,30.42,249.2,1,Tool_Wear_Failure,0.3356015948638285,2.457072533871977,217.6646168837853,186.42419192074848,113.86313820098731
6519,H,301.94,311.37,1438,26.43,9.2,0,No_Failure,0.05918858419786923,3.222196749544416,13.176110090583254,8.370003406160517,8.349065502692111
6520,L,297.45,308.27,1452,54.65,22.4,0,No_Failure,0.05767261600835602,3.3173833857114645,18.852359781616332,11.424333172067152,8.874990677572235
6521,L,300.27,311.31,1335,51.79,124.8,0,No_Failure,0.11114496637492043,2.8967345331076277,63.22339980514116,52.67402871946707,31.53245585412235
6522,L,298.2,308.7,1508,57.14,84.4,0,No_Failure,0.07607255208226656,3.238015124300734,36.033393236016025,23.564632104816823,22.725126053023715
6523,M,299.48,310.11,1441,39.2,198.5,0,No_Failure,0.22027228110221506,2.466846134352548,126.66119386845507,85.11982462399827,69.46505361488745
6524,L,299.31,309.97,1205,52.54,163.6,0,No_Failure,0.1595496364013981,2.7997465933024035,83.82949428346394,83.84850567383667,51.00070855312823
6525,L,299.14,306.65,1464,14.46,17.1,1,Power_Failure,0.059044219277129814,3.9748678571095555,15.10454083139436,10.368444381343341,10.559813891244316
6526,H,304.01,314.02,1276,45.41,141.2,0,No_Failure,0.1296341934112715,2.8326472927591113,77.13130671276186,68.45554153468187,33.500781226194434
6527,L,299.12,307.32,1662,50.33,84.1,0,No_Failure,0.07665056248545482,3.567868008314829,44.27963477347852,22.18475679802818,23.007212116864913
6528,M,298.38,308.89,1430,33.12,244.3,1,Tool_Wear_Failure,0.32182092648655736,2.606658899103608,247.01631962289153,177.2271524483115,84.51656921351582
6529,L,298.47,306.38,1954,50.56,118.8,0,No_Failure,0.10487294885848905,3.025006820742724,70.66895367724123,44.097557155119596,31.774773050082242
6530,M,302.09,311.91,1674,38.2,234.9,0,No_Failure,0.298554478463391,2.4519946591904467,164.86619365974295,167.89839544512938,82.9641365805101
6531,L,296.7,307.24,1477,39.2,7.5,0,No_Failure,0.0583112315821637,3.611810280992288,14.59504245888129,10.84859169741492,7.546258151671427
6532,H,298.47,307.36,1604,37.41,30.8,0,No_Failure,0.05771004034679617,2.9133792884873215,15.424710848602716,13.777344852205223,7.829165170795911
6533,H,302.89,313.86,1124,55.81,101.6,0,No_Failure,0.0876785269128546,2.9134153010402466,55.100862690928906,39.813425094569645,21.645883058505376
6534,L,300.49,310.99,1673,35.46,221.7,0,No_Failure,0.27228125113847096,2.4888152514353696,154.33117238230005,153.4507778259811,81.6029214858393
6535,L,300.38,310.76,1352,34.23,136.2,0,No_Failure,0.12178238176459105,3.1783302081697387,87.14742956221893,45.57990826504439,42.62831973780979
6536,L,304.26,314.96,1516,31.43,206.0,0,No_Failure,0.23659382122530975,2.447450039541853,177.81602134959135,128.57898739087136,75.03431487953259
6537,M,300.49,310.13,1369,36.31,73.9,0,No_Failure,0.07078353968727198,2.8870788812698573,31.373302941035366,24.97569143898746,12.635354808359315
6538,M,298.58,308.74,1388,41.95,30.9,0,No_Failure,0.058488136050072345,3.2671941848578445,19.681258512327073,13.639892856321335,8.915555211192139
6539,L,299.44,309.45,1467,46.39,61.5,0,No_Failure,0.06634420627126787,3.5032788367136187,26.473828869038503,19.95687983405839,12.903985513868074
6540,M,297.73,307.72,1514,32.47,164.3,0,No_Failure,0.16424959137307887,3.177223528015431,114.90704589324454,86.6344927250893,54.784149695543675
6541,L,302.51,311.84,1495,43.73,217.9,0,No_Failure,0.2598214987757262,2.435274572071194,202.1406149567591,148.66622480238078,86.40299167868616
6542,M,301.15,309.91,1500,46.12,116.7,0,No_Failure,0.09911742999223837,3.2071555970543866,56.210056436948484,47.76040563450315,29.438575162128835
6543,H,302.25,311.91,1207,30.67,53.4,0,No_Failure,0.06166205912009512,3.2206754469686216,19.84132846417334,20.549888460468424,12.940388670294311
6544,L,302.43,312.03,1920,40.63,159.4,0,No_Failure,0.15849421482529463,2.883545614747895,116.2181097893282,82.79602508798993,50.326865747236205
6545,L,299.17,308.43,1542,39.15,49.2,0,No_Failure,0.06143722238564569,3.175214257601588,17.785544829973123,17.76356026631636,11.569513508517211
6546,L,298.11,308.96,1579,40.74,142.6,0,No_Failure,0.13320676474058815,2.8623971935726376,83.91159499598972,66.70505271646078,31.097618208886754
6547,L,299.9,308.72,1439,34.7,25.6,0,No_Failure,0.0571287028754799,2.7872612136027803,14.627787771539968,8.626633902384528,5.300997229757963
6548,L,298.25,308.08,1343,38.65,202.8,0,No_Failure,0.22900835433838274,2.5765573809423525,146.5797828751171,126.94659734324289,78.58638616764613
6549,L,300.33,311.5,1527,40.31,201.3,0,No_Failure,0.22893227160998783,2.560070380955767,177.2336642949586,99.64676166512108,58.78440318373864
6550,L,302.26,313.17,1552,58.64,135.3,0,No_Failure,0.12324335977128908,2.7981083705553997,86.28429221016734,48.14758043576118,40.3058542977175
6551,L,299.66,310.88,1734,40.45,9.5,0,No_Failure,0.05712781272272138,3.167147882100417,11.56663639926228,11.103779965835013,10.222190027419844
6552,L,300.3,309.71,1874,53.38,70.0,0,No_Failure,0.07158522746781643,3.09694128401802,27.800635917919738,26.929352010013567,13.37265040540038
6553,L,299.81,310.6,1766,54.14,34.6,0,No_Failure,0.05889185311754961,3.470174176025029,17.314614874325617,13.3921895848988,10.895404170033482
6554,L,301.61,310.54,1182,26.81,130.9,0,No_Failure,0.11758452132123179,2.913770866080864,79.85565362188984,58.676923684912666,29.589985961212484
6555,M,298.66,308.39,1417,37.09,28.4,0,No_Failure,0.05857830803469742,3.202055601015571,16.362962772160706,13.039977864633242,10.787916905863081
6556,M,295.61,305.43,1560,54.16,220.4,0,No_Failure,0.26668145936711046,2.440382272492452,208.27985485766754,150.70930784571155,90.7800603694451
6557,L,300.94,310.37,1428,41.81,212.5,0,No_Failure,0.25057710374723924,2.777921852956682,194.58420100339737,142.05295664213241,65.26019143772844
6558,L,301.98,311.61,1492,38.84,39.0,0,No_Failure,0.0630449451591405,2.980505263899872,21.253366283406965,18.42698302559651,15.181548671928308
6559,M,300.89,310.4,1114,47.5,176.7,0,No_Failure,0.18297480833864135,2.974929234791145,133.52143991192287,90.64295656496786,51.210740437778874
6560,H,298.72,307.74,1665,50.68,179.1,0,No_Failure,0.18435951361657207,2.6090744275703677,133.99999649452133,84.87209211626696,58.74115611300074
6561,L,297.73,308.59,1162,39.71,99.2,0,No_Failure,0.08578084393693443,3.1552396668745684,52.496428142498445,39.394435671657774,19.336006103176867
6562,L,300.99,310.81,1217,37.22,38.2,0,No_Failure,0.061515516153547695,3.7147942533891287,19.63397823478691,15.081039471434964,11.658479283617709
6563,L,300.28,310.48,1317,16.36,33.0,1,Power_Failure,0.05845097392011606,3.271731350474848,20.448458306037228,16.39327369583707,10.884419546269656
6564,L,299.75,309.91,1482,40.47,184.9,0,No_Failure,0.19529373770391398,2.550554756210357,143.01308010237327,89.88359766595562,50.53521114896422
6565,L,303.64,313.7,1208,36.19,55.0,0,No_Failure,0.06616144694497987,3.4538663318232725,22.661295670513397,20.12811670255535,16.277869585378397
6566,L,298.11,308.2,1309,29.93,150.9,0,No_Failure,0.14230933548547675,3.082387639474084,83.45750430915507,60.169451834281396,45.03733401289814
6567,M,303.55,313.24,1707,37.95,219.5,0,No_Failure,0.2658737967970011,2.4752996618499012,144.0242456669948,107.0010089753651,89.76686884927229
6568,L,300.06,311.48,1480,35.83,148.3,0,No_Failure,0.13968512917638054,2.694780502239057,93.9208931249777,67.55400190688395,39.73369118030372
6569,L,296.33,307.09,1578,41.69,243.5,1,Tool_Wear_Failure,0.31866771972611846,2.5795626234479716,210.68993709941412,164.54192091902746,79.03324896961617
6570,L,299.64,309.66,1277,37.21,161.4,0,No_Failure,0.15877434568733872,2.617093045866295,101.13836480438066,83.47736013355443,40.525299102717035
6571,L,301.92,311.47,1490,44.47,78.7,0,No_Failure,0.07224223916701857,2.9216978139176737,40.19827577219514,26.141994431792096,20.937024247795875
6572,L,299.27,309.15,1476,41.74,213.1,0,No_Failure,0.24729182564137236,2.667144916555409,152.9147705117376,138.3772211205442,59.53600239941798
6573,L,297.05,307.47,1357,52.74,77.7,0,No_Failure,0.07239955006622623,3.4458600356252997,40.715551672905576,26.788787627547357,15.461243780425951
6574,M,299.67,311.17,1491,34.66,245.9,1,Tool_Wear_Failure,0.32747915771847064,2.5430636276189733,259.5421924258793,179.81950252072318,107.67460852630529
6575,L,298.29,306.91,1159,57.8,119.4,0,No_Failure,0.10517723525615201,2.846772355731084,74.5941936178042,46.93284234952303,31.221160366140715
6576,M,300.98,311.64,1579,50.67,241.3,0,No_Failure,0.3113252823039906,2.651897809069098,211.87671166093594,165.89780451195492,75.07192887096397
6577,H,301.55,312.67,1428,54.87,50.9,0,No_Failure,0.06599015094187366,3.352108955906757,28.05285562212693,18.198967797547176,11.566759493000427
6578,L,297.89,306.4,1454,42.53,2.8,0,No_Failure,0.056185949464528755,3.3049949337755247,16.413033730773577,12.168892476365283,9.005974702374498
6579,L,298.59,308.41,1653,37.19,49.0,0,No_Failure,0.06310910472467583,3.5748770762157758,25.48821754782616,21.706382200675442,12.838644336365627
6580,L,301.51,310.45,1578,34.62,24.6,0,No_Failure,0.0588258662387943,3.666005972770334,17.71901343848795,11.353353452270673,8.590389999422218
6581,M,298.28,308.71,1443,57.52,186.5,0,No_Failure,0.19955313063419558,2.9399729780380297,125.31623487071363,91.55062986318575,63.63239889232271
6582,H,297.84,307.48,1299,50.97,71.1,0,No_Failure,0.07130077510662967,3.0646631417818955,30.71552780922103,27.67262896501237,12.206209335106275
6583,M,297.64,307.51,1739,29.92,162.9,0,No_Failure,0.16030521486652105,2.7513435188749655,93.20101733291894,85.9936703782866,44.69178157024214
6584,L,300.7,310.29,1259,49.78,167.2,0,No_Failure,0.16683987385369176,2.6414493370796857,126.06316098386584,81.23488557877276,52.821423933286106
6585,M,300.62,311.34,1613,31.75,175.1,0,No_Failure,0.18002337022834383,2.636236912911822,124.33033873247201,89.04076601486504,53.471882839035615
6586,L,298.63,308.86,1212,43.24,208.2,0,No_Failure,0.2420950417794777,2.505983806275408,169.31461073277208,131.8924907475299,75.80534188745676
6587,L,300.01,310.24,1665,48.26,37.2,0,No_Failure,0.05991768648012049,3.2428481713636184,18.930210284037507,13.179357940930673,8.547318776883037
6588,L,303.05,313.21,1682,54.58,12.6,0,No_Failure,0.05823473893047244,3.087168452268738,15.460345949617183,9.718645463313212,8.291191526385187
6589,L,298.05,308.62,1156,42.38,7.4,0,No_Failure,0.05771081338524937,3.0513433707361433,16.420873340004107,11.372154251028684,9.423713158751092
6590,M,296.1,305.83,1581,38.66,28.9,0,No_Failure,0.060918084335644974,3.2926739325430616,19.192656314353094,13.969503939775011,9.643950935919289
6591,L,300.91,312.61,1566,40.44,94.8,0,No_Failure,0.08540836550902069,3.581693099499045,43.83898994469901,34.897208882890574,23.927318467246657
6592,L,299.78,308.54,1627,50.67,241.8,1,Tool_Wear_Failure,0.31297499784410443,2.569212666418987,246.83747887650648,179.85737716156513,81.38612057054753
6593,L,298.58,306.85,1566,47.88,88.3,0,No_Failure,0.0819039217529062,3.2104229534835995,44.32442488092799,35.58681871860025,19.81395162102878
6594,M,301.3,309.5,1327,39.84,116.2,0,No_Failure,0.09948115136178871,3.687645614735863,63.96229990581505,39.99686723522466,26.242264601416778
