UDI,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,Failure_type
3975,L,299.29,308.34,1394,29.72,140.9,0,No_Failure
3976,H,296.95,308.82,1737,52.91,36.7,0,No_Failure
3977,L,299.61,311.13,1367,32.81,127.8,0,No_Failure
3978,L,299.39,310.05,1787,44.37,47.2,0,No_Failure
3979,L,300.6,310.69,1862,26.72,233.9,0,No_Failure
3980,L,298.75,308.09,1569,38.22,76.8,0,No_Failure
3981,M,300.17,310.15,1552,52.48,26.2,0,No_Failure
3982,M,299.33,310.97,1328,30.53,212.0,0,No_Failure
3983,L,299.34,310.21,1306,47.49,100.5,0,No_Failure
3984,L,300.16,310.36,1554,29.19,205.0,0,No_Failure
3985,M,300.08,311.01,1762,30.98,81.1,0,No_Failure
3986,H,301.52,312.07,1401,39.91,130.0,0,No_Failure
3987,L,299.76,310.15,1897,49.72,111.3,0,No_Failure
3988,L,299.3,310.28,1390,37.02,139.5,0,No_Failure
3989,L,299.64,310.16,1541,46.19,100.4,0,No_Failure
3990,M,298.57,309.43,1542,51.44,127.2,0,No_Failure
3991,L,299.28,309.44,1482,32.29,169.8,0,No_Failure
3992,L,304.06,313.81,1132,24.75,103.7,0,No_Failure
3993,M,298.17,307.63,1389,36.44,174.1,0,No_Failure
3994,L,299.44,308.78,1536,52.73,178.6,0,No_Failure
3995,L,299.23,307.62,1483,31.87,187.2,0,No_Failure
3996,L,299.51,308.59,1615,50.15,117.7,0,No_Failure
3997,L,299.34,308.4,1636,37.37,0.9,0,No_Failure
3998,L,300.56,310.05,1457,57.56,188.4,0,No_Failure
3999,L,296.58,308.14,1327,62.45,227.3,1,Tool_Wear_Failure
4000,L,302.07,311.92,1779,50.31,163.2,0,No_Failure
4001,L,301.27,311.51,1256,23.53,131.1,0,No_Failure
4002,M,297.51,307.79,1393,15.97,142.9,1,Power_Failure
4003,M,295.46,307.05,1347,40.61,163.2,0,No_Failure
4004,L,298.05,307.47,1634,49.07,249.6,1,Tool_Wear_Failure
4005,L,299.51,309.29,1737,45.01,15.5,0,No_Failure
4006,L,305.16,315.05,1469,32.76,5.3,0,No_Failure
4007,L,301.09,312.22,1541,25.14,241.0,1,Tool_Wear_Failure
4008,L,296.38,307.73,1577,49.3,110.1,0,No_Failure
4009,M,298.62,309.1,1825,58.59,156.1,1,Power_Failure
4010,L,299.89,311.13,1181,33.3,188.4,0,No_Failure
4011,L,300.51,310.69,1634,48.25,185.5,0,No_Failure
4012,L,297.37,307.2,1568,66.03,161.8,1,Power_Failure
4013,M,299.73,310.91,1433,38.1,121.0,0,No_Failure
4014,L,298.56,309.05,1559,38.31,144.0,0,No_Failure
4015,M,297.79,307.06,1633,45.6,185.4,0,No_Failure
4016,L,300.52,311.52,1605,37.16,212.7,0,No_Failure
4017,M,301.55,311.34,1889,53.39,34.8,1,Power_Failure
4018,M,301.68,311.35,1523,35.96,72.5,0,No_Failure
4019,L,301.15,312.04,1505,39.69,99.4,0,No_Failure
4020,L,299.01,308.92,1467,25.58,166.4,0,No_Failure
4021,L,301.43,311.82,1600,37.64,98.9,0,No_Failure
4022,L,300.62,311.28,1494,29.92,59.7,0,No_Failure
4023,M,300.27,309.48,1502,43.46,11.3,0,No_Failure
4024,M,298.78,309.16,1503,23.36,213.6,0,No_Failure
4025,M,299.01,310.36,1476,49.8,107.7,0,No_Failure
4026,M,300.15,309.19,1390,31.29,85.3,0,No_Failure
4027,L,304.88,315.33,1575,57.84,132.7,0,No_Failure
4028,L,300.6,309.77,1449,53.71,30.7,0,No_Failure
4029,M,298.78,309.8,1610,45.36,102.3,0,No_Failure
4030,L,298.34,309.35,1520,24.62,187.9,0,No_Failure
4031,M,299.02,308.66,1430,33.72,187.0,0,No_Failure
4032,L,304.35,316.56,1782,31.04,193.0,0,No_Failure
4033,L,299.2,310.31,1482,32.29,116.9,0,No_Failure
4034,H,301.81,312.52,1612,55.77,97.2,0,No_Failure
4035,L,299.25,309.9,1374,38.47,207.9,0,No_Failure
4036,H,300.52,311.51,1135,33.42,48.3,0,No_Failure
4037,H,301.58,310.59,1398,32.52,186.3,0,No_Failure
4038,M,298.86,309.05,1115,34.68,225.0,0,No_Failure
4039,M,298.72,309.1,1457,45.33,74.5,0,No_Failure
4040,L,303.32,312.92,1764,23.73,49.4,0,No_Failure
4041,M,301.97,312.43,1337,40.98,131.1,0,No_Failure
4042,L,301.58,312.81,1121,44.24,54.1,0,No_Failure
4043,L,301.57,311.15,1770,22.65,217.7,0,No_Failure
4044,M,300.92,310.86,1414,25.82,64.1,0,No_Failure
4045,L,304.04,313.21,1497,39.52,78.5,0,No_Failure
4046,L,300.09,308.3,1642,54.41,222.1,0,No_Failure
4047,L,301.15,311.93,1594,52.03,51.4,0,No_Failure
4048,L,297.1,307.07,1635,33.92,221.2,0,No_Failure
4049,M,298.35,308.4,1662,54.09,55.5,0,No_Failure
4050,L,297.6,306.61,1186,36.8,228.0,0,No_Failure
4051,H,302.55,312.36,1245,36.72,84.4,0,No_Failure
4052,M,294.89,305.99,1711,40.94,64.6,0,No_Failure
4053,M,299.2,309.2,1359,48.39,122.3,0,No_Failure
4054,L,294.01,304.04,1379,33.91,92.3,0,No_Failure
4055,M,298.34,308.54,1273,36.02,53.4,0,No_Failure
4056,L,299.02,307.78,1427,27.52,84.6,0,No_Failure
4057,M,302.77,313.39,1437,43.51,181.3,0,No_Failure
4058,L,300.79,309.54,1331,49.33,208.0,0,No_Failure
4059,M,298.33,307.39,1310,49.95,208.2,0,No_Failure
4060,H,302.13,311.08,1557,26.33,194.2,0,No_Failure
4061,L,300.04,309.86,1355,36.17,1.4,0,No_Failure
4062,L,300.08,309.72,1391,52.45,106.7,0,No_Failure
4063,M,297.59,307.59,1106,42.32,45.2,0,No_Failure
4064,L,298.02,307.11,1849,40.34,18.4,0,No_Failure
4065,M,298.35,309.36,1670,40.11,187.0,0,No_Failure
4066,L,300.09,310.93,1411,45.41,198.4,0,No_Failure
4067,L,300.16,309.98,1338,42.86,203.7,0,No_Failure
4068,H,303.09,312.61,1502,34.25,227.6,0,No_Failure
4069,M,300.77,310.19,1497,48.81,150.5,0,No_Failure
4070,M,294.58,304.27,1270,27.97,252.5,0,No_Failure
4071,L,300.53,309.13,1041,53.22,120.9,0,No_Failure
4072,M,297.1,306.14,1405,31.04,223.9,0,No_Failure
4073,L,298.07,308.93,1219,45.48,28.2,0,No_Failure
4074,M,298.38,308.68,1531,38.35,40.2,0,No_Failure
4075,M,298.67,310.31,1532,35.24,150.6,0,No_Failure
4076,L,297.25,306.95,1325,53.58,31.0,0,No_Failure
4077,L,300.41,310.05,1404,47.43,18.8,0,No_Failure
4078,L,297.18,306.77,1817,39.41,49.0,0,No_Failure
4079,M,300.71,310.39,1640,57.45,199.9,0,No_Failure
4080,L,304.47,313.81,1419,49.8,231.9,1,Tool_Wear_Failure
4081,M,297.34,307.61,1913,31.95,86.4,0,No_Failure
4082,L,299.43,309.46,1285,17.4,243.7,1,Power_Failure
4083,M,294.95,304.44,1354,41.07,205.4,0,No_Failure
4084,M,299.4,310.65,1480,53.83,59.5,0,No_Failure
4085,L,301.29,313.18,1224,46.11,146.5,0,No_Failure
4086,L,301.44,312.61,1822,55.74,245.4,1,Tool_Wear_Failure
4087,L,300.15,310.71,1533,34.02,212.2,0,No_Failure
4088,M,301.78,312.54,1358,38.83,93.8,0,No_Failure
4089,M,305.09,316.95,1581,39.07,79.6,0,No_Failure
4090,L,303.42,314.18,1526,42.41,204.8,0,No_Failure
4091,M,298.95,308.37,1445,47.67,140.3,0,No_Failure
4092,L,297.1,307.49,1282,56.32,40.9,0,No_Failure
4093,L,299.19,309.81,1241,58.43,82.0,0,No_Failure
4094,H,298.11,307.11,1894,56.67,170.5,1,Power_Failure
4095,L,300.9,310.62,1257,46.69,38.3,0,No_Failure
4096,L,297.64,308.74,1806,36.58,174.7,0,No_Failure
4097,L,299.85,308.03,1348,42.26,177.5,0,No_Failure
4098,L,301.68,310.43,1642,46.55,67.7,0,No_Failure
4099,L,299.8,309.62,1584,41.35,99.5,0,No_Failure
4100,L,298.11,308.46,1620,30.86,233.9,1,Tool_Wear_Failure
4101,M,302.35,310.99,1632,35.38,190.3,0,No_Failure
4102,L,296.24,306.12,1210,48.68,197.0,0,No_Failure
4103,L,299.34,310.5,1378,37.53,129.1,0,No_Failure
4104,L,299.92,309.99,1254,40.24,53.3,0,No_Failure
4105,L,300.03,310.97,1534,39.22,147.8,0,No_Failure
4106,M,300.36,309.77,1262,31.08,196.0,0,No_Failure
4107,H,301.22,310.41,1143,38.29,6.0,0,No_Failure
4108,L,299.93,310.78,1457,35.42,28.4,0,No_Failure
4109,M,299.26,309.63,1102,33.08,121.6,0,No_Failure
4110,L,299.18,308.0,1547,29.42,109.3,0,No_Failure
4111,L,298.78,307.98,1274,38.99,245.6,0,No_Failure
4112,L,301.58,313.14,1349,46.18,23.0,0,No_Failure
4113,L,298.71,307.78,1090,51.21,80.9,0,No_Failure
4114,L,301.69,312.63,1797,26.06,203.8,0,No_Failure
4115,M,300.04,309.56,1237,56.06,156.1,0,No_Failure
4116,L,298.96,308.95,1434,42.93,140.4,0,No_Failure
4117,H,301.24,311.53,1177,28.73,190.3,0,No_Failure
4118,L,298.55,306.44,1350,35.96,10.0,0,No_Failure
4119,L,301.28,309.81,1815,21.23,236.9,1,Tool_Wear_Failure
4120,M,300.43,310.51,1554,23.78,50.8,0,No_Failure
4121,L,298.81,308.08,1370,57.21,20.5,0,No_Failure
4122,L,301.06,312.05,1494,33.01,84.7,0,No_Failure
4123,M,301.09,309.49,1399,45.37,178.6,0,No_Failure
4124,H,302.32,312.88,1483,38.89,62.9,0,No_Failure
4125,M,301.93,310.56,1634,40.18,15.5,0,No_Failure
4126,M,300.98,310.63,1440,43.68,17.4,0,No_Failure
4127,M,297.74,306.68,1540,19.16,67.1,0,No_Failure
4128,H,304.9,316.8,1543,53.19,38.8,0,No_Failure
4129,L,297.19,305.85,1441,39.01,93.1,0,No_Failure
4130,L,301.9,311.78,1368,34.96,43.3,0,No_Failure
4131,L,300.86,309.14,1405,44.68,86.1,0,No_Failure
4132,L,297.65,309.25,1626,32.79,111.1,0,No_Failure
4133,M,299.75,310.15,1641,42.08,188.6,0,No_Failure
4134,M,299.84,309.98,1295,38.35,59.8,0,No_Failure
4135,L,302.61,314.09,1453,47.11,118.8,0,No_Failure
4136,L,298.57,308.72,1364,37.86,203.8,0,No_Failure
4137,M,299.48,309.7,1644,29.7,249.6,1,Tool_Wear_Failure
4138,L,295.33,305.46,1415,43.62,139.3,0,No_Failure
4139,M,303.47,314.03,1896,37.29,111.1,0,No_Failure
4140,L,297.86,307.37,1539,21.79,157.9,0,No_Failure
4141,L,300.65,310.44,1713,41.98,121.6,0,No_Failure
4142,L,299.8,310.61,1317,34.63,41.2,0,No_Failure
4143,L,299.8,310.08,1502,43.46,114.9,0,No_Failure
4144,M,301.62,311.51,1611,31.45,247.8,1,Tool_Wear_Failure
4145,H,303.34,311.94,1314,27.94,165.1,0,No_Failure
4146,M,300.5,312.0,1504,51.8,73.9,0,No_Failure
4147,L,301.31,310.65,1689,48.43,236.8,0,No_Failure
4148,L,300.66,311.65,1441,39.93,97.1,0,No_Failure
4149,M,302.04,312.21,1347,44.38,100.5,0,No_Failure
4150,M,299.07,307.78,1825,48.1,157.1,0,No_Failure
4151,L,302.15,313.4,1289,39.9,142.2,0,No_Failure
4152,L,302.22,312.48,1528,27.91,72.6,0,No_Failure
4153,M,302.17,313.5,1373,42.99,119.8,0,No_Failure
4154,L,298.68,308.5,1331,50.02,83.1,0,No_Failure
4155,L,299.66,310.37,1633,45.93,184.4,0,No_Failure
4156,L,300.48,308.72,1463,40.59,30.6,0,No_Failure
4157,L,297.26,306.76,1573,45.65,187.6,0,No_Failure
4158,M,303.19,311.92,1094,37.77,43.3,0,No_Failure
4159,H,299.98,309.6,1591,50.44,81.5,0,No_Failure
4160,L,300.57,311.04,1370,53.47,83.3,0,No_Failure
4161,L,298.85,308.24,1162,27.04,247.6,0,No_Failure
4162,L,297.35,308.21,1839,51.16,147.5,0,No_Failure
4163,L,298.79,307.94,1608,62.37,194.4,1,Power_Failure
4164,L,300.44,311.32,1541,45.26,138.8,0,No_Failure
4165,M,301.35,312.66,1725,49.84,248.8,1,Tool_Wear_Failure
4166,L,300.32,311.34,1545,33.53,44.3,0,No_Failure
4167,L,300.69,310.35,1356,34.96,151.2,0,No_Failure
4168,L,299.33,307.2,1469,37.9,199.3,0,No_Failure
4169,L,300.99,311.57,1378,35.98,157.1,0,No_Failure
4170,L,302.97,312.84,1410,26.88,224.2,0,No_Failure
4171,L,301.41,310.43,1274,38.27,150.2,0,No_Failure
4172,H,301.62,311.06,1325,48.36,211.6,0,No_Failure
4173,L,300.59,312.02,1661,27.01,43.9,0,No_Failure
4174,L,296.99,305.86,1560,41.79,65.5,0,No_Failure
4175,M,297.91,308.38,1409,41.48,114.0,0,No_Failure
4176,H,300.91,311.13,1315,36.99,217.9,0,No_Failure
4177,L,299.98,309.62,1427,44.97,106.6,0,No_Failure
4178,M,300.88,311.52,1197,44.03,159.9,0,No_Failure
4179,L,303.35,314.99,1523,36.28,99.0,0,No_Failure
4180,L,301.45,311.16,1670,50.61,201.4,0,No_Failure
4181,L,302.52,312.27,1926,45.61,50.1,0,No_Failure
4182,M,300.19,310.81,1301,55.73,151.4,0,No_Failure
4183,M,298.39,309.3,1663,39.34,147.5,0,No_Failure
4184,L,299.88,309.76,1373,36.78,100.8,0,No_Failure
4185,L,298.39,308.09,1297,37.92,176.3,0,No_Failure
4186,M,303.12,310.9,1297,51.78,10.1,0,No_Failure
4187,L,301.58,310.8,1525,38.51,210.4,0,No_Failure
4188,L,301.04,309.9,1332,39.12,87.0,0,No_Failure
4189,M,302.47,313.16,1391,59.61,201.3,0,No_Failure
4190,M,295.96,305.72,1421,26.56,79.3,0,No_Failure
4191,M,301.18,310.89,1367,43.57,50.0,0,No_Failure
4192,M,297.38,307.37,1354,39.39,100.4,0,No_Failure
4193,L,299.99,309.12,1063,37.49,199.3,0,No_Failure
4194,M,299.38,310.93,1516,30.47,178.9,0,No_Failure
4195,M,301.32,312.62,1512,33.36,103.3,0,No_Failure
4196,L,300.46,312.07,1356,35.92,234.5,0,No_Failure
4197,L,302.69,313.37,1565,44.96,102.2,0,No_Failure
4198,L,298.8,308.77,1751,48.52,87.7,0,No_Failure
4199,L,301.42,313.03,1504,22.21,36.2,0,No_Failure
4200,M,300.32,309.64,1739,27.98,20.6,0,No_Failure
4201,M,296.73,305.86,1903,45.48,90.5,0,No_Failure
4202,L,298.16,307.56,1955,46.32,23.0,0,No_Failure
4203,L,299.7,310.22,1286,25.36,115.7,0,No_Failure
4204,H,302.22,311.46,1287,48.74,220.0,0,No_Failure
4205,L,300.93,310.77,1420,39.86,119.0,0,No_Failure
4206,L,297.66,306.06,1523,47.47,120.1,0,No_Failure
4207,L,299.72,310.2,1786,31.48,63.4,0,No_Failure
4208,L,304.04,312.52,1613,26.1,41.6,0,No_Failure
4209,L,300.22,309.29,1283,36.91,55.6,0,No_Failure
4210,L,299.35,310.56,1390,37.36,142.0,0,No_Failure
4211,L,300.98,312.16,1492,36.8,147.9,0,No_Failure
4212,L,301.53,311.9,1232,36.1,55.0,0,No_Failure
4213,L,299.09,309.36,1502,56.93,99.7,0,No_Failure
4214,L,301.01,310.47,1286,23.0,142.2,0,No_Failure
4215,M,299.34,308.57,1203,31.55,193.1,0,No_Failure
4216,M,301.44,311.08,1330,35.81,82.9,0,No_Failure
4217,L,300.34,308.83,1574,40.24,67.8,0,No_Failure
4218,L,300.96,311.22,1573,47.11,182.6,0,No_Failure
4219,M,298.48,308.53,1517,48.65,131.5,0,No_Failure
4220,L,298.36,307.42,1678,50.77,214.2,0,No_Failure
4221,L,301.89,313.46,1659,44.81,52.8,0,No_Failure
4222,M,299.84,310.45,1537,22.7,195.7,0,No_Failure
4223,M,300.57,311.26,1512,23.36,43.5,0,No_Failure
4224,M,299.39,308.9,1523,51.47,149.2,0,No_Failure
4225,L,301.8,311.8,1473,50.83,70.9,0,No_Failure
4226,M,298.78,309.41,1109,46.36,28.3,0,No_Failure
4227,L,299.73,309.88,1704,31.8,154.2,0,No_Failure
4228,M,301.57,313.17,1572,36.77,129.7,0,No_Failure
4229,L,302.35,312.14,1281,36.01,121.5,0,No_Failure
4230,L,298.95,308.45,1757,29.75,148.1,0,No_Failure
4231,M,303.92,314.55,1394,42.59,96.1,0,No_Failure
4232,L,300.63,309.36,1481,61.55,167.5,0,No_Failure
4233,L,297.91,308.84,1684,35.04,32.7,0,No_Failure
4234,H,300.74,309.44,1540,52.97,183.7,0,No_Failure
4235,L,299.23,309.87,1740,31.15,145.0,0,No_Failure
4236,L,300.87,310.22,1437,24.63,121.6,0,No_Failure
4237,L,299.91,310.39,1804,49.87,31.9,0,No_Failure
4238,M,300.15,311.06,1360,37.81,72.6,0,No_Failure
4239,M,298.18,308.33,1737,52.71,76.8,0,No_Failure
4240,L,301.98,310.78,1092,54.71,58.5,0,No_Failure
4241,M,297.69,306.79,1302,37.22,241.5,1,Tool_Wear_Failure
4242,L,297.78,307.05,1554,53.43,228.9,1,Tool_Wear_Failure
4243,M,300.73,308.84,1428,31.24,139.5,0,No_Failure
4244,L,303.21,314.33,1487,31.08,51.4,0,No_Failure
4245,L,299.29,309.4,1507,50.72,227.8,1,Tool_Wear_Failure
4246,H,301.4,310.27,1286,24.52,192.4,0,No_Failure
4247,L,302.15,313.6,1299,39.98,9.7,0,No_Failure
4248,L,301.63,310.93,1542,52.5,122.7,0,No_Failure
4249,L,299.38,309.63,1380,53.17,151.2,0,No_Failure
4250,H,297.82,306.99,1741,35.67,21.6,0,No_Failure
4251,L,295.58,303.57,1465,50.09,12.5,0,No_Failure
4252,L,299.47,308.11,1629,28.77,115.9,0,No_Failure
4253,L,302.36,311.91,1580,33.33,0.5,0,No_Failure
4254,L,297.75,308.65,1392,42.3,11.7,0,No_Failure
4255,L,301.4,311.75,1144,43.78,41.3,0,No_Failure
4256,M,298.1,308.24,1713,29.52,230.5,1,Tool_Wear_Failure
4257,H,300.21,308.2,1324,58.62,196.6,0,No_Failure
4258,L,301.42,312.69,1427,21.23,112.6,0,No_Failure
4259,L,298.68,308.9,1473,40.54,119.8,0,No_Failure
4260,L,300.34,310.22,1491,41.96,171.5,0,No_Failure
4261,L,299.17,310.3,1673,22.53,118.6,0,No_Failure
4262,M,301.41,312.66,1501,53.24,19.0,0,No_Failure
4263,L,300.47,311.63,1477,32.6,184.7,0,No_Failure
4264,L,300.11,309.87,1683,40.98,14.4,0,No_Failure
4265,M,303.12,312.11,1608,43.28,124.5,0,No_Failure
4266,L,301.32,312.31,1368,25.46,215.4,0,No_Failure
4267,M,298.62,307.25,1294,29.28,32.3,0,No_Failure
4268,L,299.83,311.78,1352,55.63,176.7,0,No_Failure
4269,M,299.85,309.88,1491,39.34,14.6,0,No_Failure
4270,H,300.16,309.1,1276,13.03,253.3,1,Power_Failure
4271,M,305.05,313.82,1516,36.98,173.5,0,No_Failure
4272,H,300.74,309.46,1477,39.67,247.2,1,Tool_Wear_Failure
4273,L,295.93,306.07,1042,42.19,167.1,0,No_Failure
4274,L,298.91,308.91,1247,20.01,60.6,0,No_Failure
4275,M,296.14,304.9,1000,39.71,234.6,0,No_Failure
4276,L,299.34,308.98,1438,31.67,156.7,0,No_Failure
4277,L,296.03,304.66,1693,42.21,144.0,0,No_Failure
4278,L,298.26,308.85,1160,45.06,107.3,0,No_Failure
4279,L,296.96,306.9,1262,44.0,71.1,0,No_Failure
4280,L,300.77,310.39,1471,54.04,132.5,0,No_Failure
4281,L,300.0,308.71,1309,61.91,91.5,0,No_Failure
4282,M,300.61,310.31,1308,28.66,216.5,0,No_Failure
4283,L,299.79,309.38,1597,36.18,7.2,0,No_Failure
4284,L,297.21,307.53,1411,47.43,132.5,0,No_Failure
4285,L,301.03,311.19,1232,38.73,209.1,0,No_Failure
4286,L,303.84,314.64,1124,12.77,6.9,1,Power_Failure
4287,M,300.82,310.33,1898,38.07,73.6,0,No_Failure
4288,L,299.15,307.29,1703,52.34,12.9,0,No_Failure
4289,L,297.14,308.13,1419,26.05,148.8,0,No_Failure
4290,M,298.18,307.25,1516,42.21,82.2,0,No_Failure
4291,L,300.91,309.8,1412,20.93,239.9,0,No_Failure
4292,L,302.15,312.1,1592,48.7,154.1,0,No_Failure
4293,L,300.52,310.82,1346,42.42,140.5,0,No_Failure
4294,H,301.6,311.07,1402,34.32,234.3,1,Tool_Wear_Failure
4295,L,301.42,310.88,1582,35.82,55.9,0,No_Failure
4296,L,301.01,310.62,1762,25.01,140.6,0,No_Failure
4297,L,298.68,310.1,1633,50.08,135.7,0,No_Failure
4298,L,300.35,310.35,1722,32.01,20.5,0,No_Failure
4299,L,298.3,307.34,1444,45.0,233.0,0,No_Failure
4300,L,300.03,309.08,1388,30.38,175.1,0,No_Failure
4301,L,300.66,310.41,1151,61.98,222.0,1,Overstrain_Failure
4302,H,303.36,313.6,1513,55.6,250.6,0,No_Failure
4303,M,297.38,307.86,1568,60.74,122.9,0,No_Failure
4304,L,300.96,311.09,1446,61.91,200.9,0,No_Failure
4305,M,302.96,312.12,1360,33.65,147.4,0,No_Failure
4306,L,301.52,311.09,1724,31.16,244.3,1,Tool_Wear_Failure
4307,L,301.67,312.4,1614,60.26,61.8,0,No_Failure
4308,M,301.18,310.03,1736,38.59,6.5,0,No_Failure
4309,M,302.6,312.13,1328,48.33,49.5,0,No_Failure
4310,M,297.83,308.42,1373,33.79,35.0,0,No_Failure
4311,L,297.23,308.1,1717,33.96,109.2,0,No_Failure
4312,H,299.99,309.79,1491,48.3,24.4,0,No_Failure
4313,L,295.68,305.27,1398,20.3,55.0,0,No_Failure
4314,M,302.46,311.14,1410,47.83,27.1,0,No_Failure
4315,H,302.44,312.97,1498,45.24,126.7,0,No_Failure
4316,L,299.13,310.45,1681,34.7,66.7,0,No_Failure
4317,M,299.26,311.82,1471,40.24,120.8,0,No_Failure
4318,L,299.86,310.24,1642,41.81,22.2,0,No_Failure
4319,L,300.1,310.05,1584,42.37,129.2,0,No_Failure
4320,L,300.25,309.33,1342,46.9,32.5,0,No_Failure
4321,L,301.12,309.24,1342,31.85,24.8,0,No_Failure
4322,H,299.65,309.83,1419,66.98,82.5,0,No_Failure
4323,M,301.89,314.24,1259,37.94,221.6,0,No_Failure
4324,L,300.89,312.16,1407,38.69,197.1,0,No_Failure
4325,M,298.79,309.9,1772,59.45,242.8,1,Tool_Wear_Failure
4326,H,302.67,312.92,1494,21.71,120.0,0,No_Failure
4327,L,297.28,307.64,1362,59.34,78.1,0,No_Failure
4328,H,299.82,307.39,1845,40.93,247.7,0,No_Failure
4329,L,301.93,312.7,1332,34.7,95.4,0,No_Failure
4330,M,298.55,307.97,1327,28.8,5.3,0,No_Failure
4331,L,300.62,309.92,1721,27.31,205.0,0,No_Failure
4332,L,301.09,310.76,1619,36.58,42.3,0,No_Failure
4333,L,298.28,307.92,1477,42.78,179.5,0,No_Failure
4334,M,299.86,309.14,1650,46.22,6.8,0,No_Failure
4335,L,299.69,309.7,1554,42.66,27.7,0,No_Failure
4336,L,298.9,308.34,1286,34.9,120.9,0,No_Failure
4337,L,304.6,314.7,1068,53.4,17.0,0,No_Failure
4338,H,298.47,306.99,1398,66.74,227.2,1,Tool_Wear_Failure
4339,L,302.01,311.8,1695,54.95,187.5,0,No_Failure
4340,L,299.21,308.12,1423,36.41,82.0,0,No_Failure
4341,L,297.83,307.19,1583,45.02,149.4,0,No_Failure
4342,L,300.21,310.35,1533,45.66,178.9,0,No_Failure
4343,M,301.3,309.69,1195,56.04,191.8,0,No_Failure
4344,M,301.84,311.02,1427,36.62,101.9,0,No_Failure
4345,L,303.12,313.69,1565,30.35,224.7,0,No_Failure
4346,L,305.89,314.48,1358,51.34,235.4,0,No_Failure
4347,M,300.5,312.28,1435,44.06,51.9,0,No_Failure
4348,L,298.67,309.88,1571,28.91,227.8,0,No_Failure
4349,M,300.91,310.41,1513,47.06,181.2,0,No_Failure
4350,M,299.47,308.68,1688,58.38,225.0,0,No_Failure
4351,M,301.85,312.05,1569,33.06,109.2,0,No_Failure
4352,L,297.41,305.96,1328,31.09,165.3,0,No_Failure
4353,L,304.74,312.73,1414,40.3,58.8,0,No_Failure
4354,H,301.71,311.25,1504,46.8,192.8,0,No_Failure
4355,L,296.63,306.5,1741,39.25,145.4,0,No_Failure
4356,M,298.58,308.68,1415,51.34,123.2,0,No_Failure
4357,L,301.63,311.02,1188,42.61,173.2,0,No_Failure
4358,M,302.35,313.63,1579,50.12,141.1,0,No_Failure
4359,L,297.46,305.96,1364,32.79,191.3,0,No_Failure
4360,L,301.43,310.29,1269,27.72,214.6,0,No_Failure
4361,L,296.11,306.59,1503,36.6,200.2,0,No_Failure
4362,M,299.82,308.66,1675,26.54,79.9,0,No_Failure
4363,M,302.22,311.02,1397,44.09,247.0,0,No_Failure
4364,L,298.9,309.02,1589,19.83,162.4,0,No_Failure
4365,L,296.99,305.93,1623,35.47,80.9,0,No_Failure
4366,M,300.29,310.16,1643,37.14,13.6,0,No_Failure
4367,L,298.79,308.09,1368,29.53,247.0,1,Tool_Wear_Failure
4368,L,301.26,310.4,1298,36.94,149.8,0,No_Failure
4369,L,298.23,306.13,1323,40.04,56.9,0,No_Failure
4370,L,298.45,308.59,1642,52.69,122.8,0,No_Failure
4371,L,295.96,304.71,1620,29.59,99.4,0,No_Failure
4372,L,300.34,310.17,1328,43.57,237.8,0,No_Failure
4373,L,299.68,309.17,1884,45.56,123.2,0,No_Failure
4374,L,297.62,307.42,1306,39.79,121.2,0,No_Failure
4375,L,300.39,310.24,1680,35.02,198.6,0,No_Failure
4376,L,302.05,312.25,1774,28.61,97.7,0,No_Failure
4377,L,299.57,308.84,1520,58.99,49.1,0,No_Failure
4378,M,300.54,311.78,1361,40.73,195.1,0,No_Failure
4379,L,300.55,308.7,1365,36.84,227.5,0,No_Failure
4380,L,297.59,307.36,1453,61.22,11.4,0,No_Failure
4381,L,304.11,314.95,1695,42.22,215.0,0,No_Failure
4382,L,299.06,309.54,1284,65.43,109.5,0,No_Failure
4383,L,301.31,310.34,1169,25.84,72.3,0,No_Failure
4384,L,301.54,310.73,1565,37.63,9.8,0,No_Failure
4385,M,299.72,308.71,1605,26.3,54.4,0,No_Failure
4386,L,301.21,311.81,1854,38.78,83.2,0,No_Failure
4387,H,300.49,309.75,1251,38.73,22.7,0,No_Failure
4388,L,297.16,307.42,1476,35.42,47.2,0,No_Failure
4389,L,299.34,309.6,1709,40.54,184.2,0,No_Failure
4390,L,298.77,311.14,1522,35.91,171.7,0,No_Failure
4391,L,299.08,309.39,1465,38.9,192.5,0,No_Failure
4392,L,297.39,306.58,1642,32.44,41.3,0,No_Failure
4393,M,302.25,310.79,1392,54.43,13.8,0,No_Failure
4394,L,303.2,312.93,1653,28.91,117.1,0,No_Failure
4395,H,301.96,311.84,1274,42.12,90.7,0,No_Failure
4396,M,302.54,310.33,1227,28.07,197.2,0,No_Failure
4397,L,299.31,308.6,1451,31.65,134.7,0,No_Failure
4398,L,298.73,309.02,1039,32.72,232.8,1,Tool_Wear_Failure
4399,L,298.44,307.91,1515,38.68,15.3,0,No_Failure
4400,L,301.29,312.26,1188,41.75,90.9,0,No_Failure
4401,L,300.45,308.9,1551,28.93,101.3,0,No_Failure
4402,L,299.85,310.52,1533,35.86,31.5,0,No_Failure
4403,L,302.59,313.5,1488,30.09,145.8,0,No_Failure
4404,L,300.81,311.77,1579,29.65,10.1,0,No_Failure
4405,H,298.32,306.76,1537,51.34,183.2,0,No_Failure
